subject_id,session_id,date,time,timestamp,session_duration,window_sequence_num,experiment_condition,ax_rms,ax_var,ax_energy,ax_ptp,ax_skew,ax_kurt,ax_mean,ay_rms,ay_var,ay_energy,ay_ptp,ay_skew,ay_kurt,ay_mean,az_rms,az_var,az_energy,az_ptp,az_skew,az_kurt,az_mean,gx_rms,gx_var,gx_energy,gx_ptp,gx_skew,gx_kurt,gx_mean,gy_rms,gy_var,gy_energy,gy_ptp,gy_skew,gy_kurt,gy_mean,gz_rms,gz_var,gz_energy,gz_ptp,gz_skew,gz_kurt,gz_mean,xcorr_ax_ay,xcorr_ax_az,xcorr_ay_az,xcorr_gx_gy,xcorr_gx_gz,xcorr_gy_gz,ppg_rms,ppg_var,ppg_energy,ppg_ptp,ppg_skew,ppg_kurt,ppg_mean,ppg_B0_frac,ppg_B1_frac,ppg_B2_frac,acc_L_frac,acc_M_frac,gyro_L_frac,gyro_M_frac,awake
S02,SES03,2025-11-12,16:12:32,1762989152.5877643,352.66781783103943,67,normal,2.722913,0.002137,7.414252,0.226252,-0.529624,0.230268,-2.722520,0.489670,0.008105,0.239776,0.472855,-0.171297,0.458252,-0.481323,9.011991,0.006712,81.215973,0.351948,0.086429,-0.697506,9.011618,10.297800,5.121196,106.044693,13.816794,-0.283660,0.884468,-10.046069,1.242906,1.183233,1.544815,6.793893,0.382470,1.507980,-0.601317,5.299862,1.876682,28.088541,6.259542,0.129966,-0.307062,5.119752,0.189960,0.047362,0.057448,-0.704218,0.145375,0.143363,63375.343750,27378.832031,4016434176.000000,820.000000,-0.324058,-0.584596,63375.128906,0.347490,0.191215,0.263832,0.020245,0.798045,0.609733,0.334498,1
S02,SES03,2025-11-12,16:12:37,1762989157.6896667,357.7697203159332,68,normal,2.999487,0.017792,8.996923,0.994791,0.298113,1.361092,-2.996520,0.315342,0.089828,0.099440,1.404199,-0.803388,0.011206,-0.098046,8.821377,0.008003,77.816681,0.446519,-0.043572,-0.335449,8.820923,10.813222,17.401917,116.925766,23.328245,-0.890318,1.484529,-9.976164,2.366003,4.898671,5.597969,14.198473,-1.202878,3.278747,-0.836240,5.167658,7.410297,26.704689,17.236641,-0.747413,1.832024,4.392538,-0.325714,0.200578,-0.586770,-0.119711,0.230903,0.577389,63420.757812,62303.781250,4022192384.000000,1169.000000,-0.086036,-0.439842,63420.265625,0.466539,0.090999,0.262822,0.083732,0.670924,0.827171,0.238743,1
S02,SES03,2025-11-12,16:12:42,1762989162.8302982,362.91035175323486,69,normal,2.744996,0.020594,7.535005,0.683544,0.356885,-0.294223,-2.741243,0.954262,0.032550,0.910616,0.968455,0.062869,0.204621,-0.937052,9.015463,0.093766,81.278564,2.361880,2.052619,9.827168,9.010261,10.188402,11.593696,103.803535,19.664122,-0.718769,1.391871,-9.602595,3.558617,11.329204,12.663758,21.114504,-0.650435,2.178216,-1.155229,5.234248,6.490294,27.397352,13.572519,0.480875,1.040728,4.572423,0.031961,-0.067239,-0.265932,-0.244079,-0.234474,0.780466,63099.910156,243379.062500,3981598464.000000,2010.000000,-0.216072,-0.823843,63097.980469,0.660514,0.202413,0.076705,0.077330,0.704612,0.345516,0.563364,1
S02,SES03,2025-11-12,16:12:47,1762989167.9843469,368.064400434494,70,normal,1.643409,1.075861,2.700794,5.063736,0.002983,-0.304022,-1.274728,1.665922,1.137497,2.775296,5.122395,-1.130304,0.840602,-1.279765,9.514971,1.501615,90.534668,6.791153,0.045807,0.541614,9.435733,20.414860,348.199219,416.766479,91.022903,0.523593,-0.093110,-8.280535,23.116522,516.781006,534.373596,123.664124,-0.014626,0.202745,-4.194351,14.980840,219.402924,224.425568,70.564888,0.163395,-0.048260,2.241126,0.448713,0.185450,0.285876,-0.314165,-0.308067,0.251765,63318.015625,157000.953125,4009170944.000000,1777.000000,-0.731103,0.128838,63316.773437,0.168915,0.666230,0.096340,0.313979,0.631070,0.282170,0.581448,1
S02,SES03,2025-11-12,16:12:53,1762989173.0845087,373.1645624637604,71,normal,0.641122,0.109799,0.411037,1.736993,-1.079618,1.646987,-0.548851,0.845164,0.066922,0.714303,1.830367,-0.823857,4.421854,-0.804600,9.745286,0.028619,94.970596,0.887052,-1.429949,1.947180,9.743817,10.586737,7.255015,112.079002,16.519083,0.289927,0.795336,-10.238358,7.427575,55.164837,55.168869,43.251907,1.861940,4.817299,0.063511,5.968187,16.742554,35.619259,23.618320,-0.116226,1.293920,4.344733,0.581895,0.086962,0.026154,-0.464900,0.116991,-0.143777,63171.398437,176385.203125,3990625792.000000,1777.000000,-0.424636,-0.690113,63170.003906,0.036686,0.790802,0.104196,0.276522,0.565600,0.739142,0.265162,1
S02,SES03,2025-11-12,16:12:58,1762989178.2257102,378.30576395988464,72,normal,0.615037,0.006475,0.378271,0.434548,-0.192362,0.561844,-0.609751,1.042124,0.006632,1.086022,0.582988,0.566396,0.806335,-1.038937,9.740622,0.004790,94.879707,0.445322,-2.642996,9.550898,9.740376,10.321640,1.298417,106.536255,6.030535,0.271188,0.355187,-10.258550,1.391735,1.896743,1.936927,8.229008,1.824767,5.936859,-0.200458,5.132527,1.746538,26.342838,9.206107,0.659423,4.160534,4.959466,0.614510,0.286410,0.288086,-0.510140,-0.047213,0.433959,63121.761719,94069.960938,3984356864.000000,1315.000000,-1.004308,0.250123,63121.015625,0.340545,0.614119,0.033043,0.384702,0.468282,0.832934,0.142869,1
S02,SES03,2025-11-12,16:13:03,1762989183.3666022,383.44665575027466,73,normal,0.337581,0.055984,0.113961,1.392228,-1.576872,3.590294,0.240783,0.243401,0.039668,0.059244,1.250970,-0.921899,2.822226,0.139916,9.815676,0.014213,96.347496,0.847548,-0.622216,3.159883,9.814952,10.738367,16.054276,115.312531,31.404579,-0.182509,6.178358,-9.962844,3.918941,13.767849,15.358095,23.435116,-0.228797,2.309174,-1.261050,5.971982,5.945635,35.664570,13.832061,0.503664,1.214840,5.451508,0.283644,-0.228819,0.020424,-0.233850,0.189665,0.138592,63250.261719,28766.583984,4000595712.000000,921.000000,-0.265514,0.264292,63250.035156,0.001974,0.161335,0.443464,0.081709,0.686074,0.714931,0.299232,1
S02,SES03,2025-11-12,16:13:08,1762989188.5098364,388.5898907184601,74,normal,0.377992,0.112285,0.142878,2.108095,-1.682837,6.250878,-0.174907,0.489747,0.145751,0.239852,1.873463,-0.557066,0.455772,0.306759,9.755468,0.016408,95.169159,0.621295,0.051424,-0.830688,9.754627,12.754011,43.905136,162.664810,32.717560,-0.128646,0.307837,-10.897691,5.835039,32.899097,34.047676,31.526718,-0.992978,2.596078,-1.071718,6.027787,10.157125,36.334213,14.122137,0.508746,-0.079296,5.116355,0.480017,-0.013561,-0.246766,-0.588486,-0.337284,0.284696,63281.695312,34920.500000,4004572928.000000,921.000000,-0.270049,-0.120058,63281.421875,0.374943,0.201622,0.278251,0.206594,0.623269,0.690844,0.306710,1
S02,SES03,2025-11-12,16:13:13,1762989193.6518407,393.731894493103,75,normal,0.222988,0.046889,0.049723,1.407791,-0.717129,1.539398,-0.053241,0.181565,0.030955,0.032966,1.027112,0.293346,0.541079,-0.044840,9.799037,0.011094,96.021126,0.786495,0.241723,4.232819,9.798471,9.989687,6.455756,99.793846,16.748091,-0.564047,2.319118,-9.661164,3.343038,9.741622,11.175902,21.175571,-0.074094,2.299751,-1.197615,5.464935,6.040501,29.865519,15.419847,-0.026383,1.129058,4.881088,0.487820,-0.196049,-0.183356,-0.221402,0.084252,0.697616,63081.046875,102843.054688,3979218688.000000,1488.000000,-0.900133,0.594210,63080.234375,0.411478,0.380647,0.129638,0.101226,0.698028,0.354658,0.538650,1
S02,SES03,2025-11-12,16:13:18,1762989198.7933881,398.873441696167,76,normal,0.089393,0.005029,0.007991,0.369904,0.049315,0.434673,0.054429,0.149606,0.013151,0.022382,0.677559,0.120307,1.043896,0.096078,9.803487,0.002181,96.108360,0.294486,0.416101,1.738065,9.803376,10.035208,1.749604,100.705399,6.732824,0.758366,0.943211,-9.947653,1.554613,2.151558,2.416822,6.106870,-0.532280,-0.361471,-0.515038,5.432168,1.653212,29.508442,7.282443,-0.962975,2.103781,5.277805,0.487113,-0.360824,0.046192,-0.724584,-0.719001,0.679769,62535.699219,208217.187500,3910713856.000000,1682.000000,-0.070746,-1.129403,62534.035156,0.733734,0.144967,0.080230,0.122563,0.593573,0.764559,0.364977,1
S02,SES03,2025-11-12,16:13:23,1762989203.9359806,404.01603412628174,77,normal,0.307159,0.086807,0.094347,1.610101,0.577784,1.223573,0.086835,0.620899,0.129477,0.385515,1.697489,0.332176,-0.545524,0.506003,9.734426,0.021422,94.759033,0.867898,-0.410016,0.908610,9.733325,11.562771,37.018482,133.697662,35.603054,-0.411357,0.976641,-9.832558,7.599714,57.432144,57.755653,40.030533,0.316986,0.240591,-0.568779,7.923692,38.174583,62.784893,34.015266,0.031186,0.744900,4.960878,0.547046,-0.590737,-0.285168,-0.528941,-0.252451,0.834039,62479.082031,318464.968750,3903635456.000000,2221.000000,0.682621,-0.575240,62476.531250,0.599449,0.269608,0.090026,0.130429,0.748495,0.462492,0.492147,1
S02,SES03,2025-11-12,16:13:29,1762989209.0769536,409.1570072174072,78,normal,0.457340,0.096105,0.209160,1.684321,-0.665974,0.585991,0.336236,0.389701,0.105472,0.151867,1.814805,-0.197032,0.515354,0.215396,9.789195,0.018333,95.828331,0.748188,-0.217773,0.650543,9.788259,10.451963,24.113682,109.243530,29.083971,-0.408127,1.753405,-9.226584,7.830926,57.656609,61.323399,40.183205,0.225580,0.597725,-1.914886,6.412364,17.326172,41.118412,26.167938,-0.501959,1.303324,4.877729,0.724760,-0.455960,-0.318502,-0.759877,-0.729872,0.719962,63051.230469,366964.906250,3975457536.000000,2862.000000,-0.326356,-0.403823,63048.320312,0.462337,0.504536,0.020035,0.037977,0.778597,0.382317,0.536971,1
S02,SES03,2025-11-12,16:13:34,1762989214.2188013,414.29885482788086,79,normal,0.414738,0.007987,0.172008,0.363919,-0.801162,-0.102395,0.404994,0.744671,0.016121,0.554536,0.547075,-0.891466,0.054329,0.733767,9.748749,0.004123,95.038094,0.417788,0.554472,1.990571,9.748537,10.066408,3.425328,101.332581,8.595421,0.008286,0.147685,-9.894809,2.739356,7.202409,7.504070,12.748092,0.479920,0.362126,-0.549237,5.351310,1.625092,28.636518,5.679389,-0.204540,-0.306554,5.197252,0.695434,-0.283099,-0.317987,-0.845807,-0.773782,0.863911,62800.949219,396533.343750,3943959296.000000,2515.000000,0.574813,-0.696120,62797.792969,0.732159,0.091777,0.126742,0.133543,0.604957,0.858587,0.195909,1
S02,SES03,2025-11-12,16:13:39,1762989219.3586755,419.43872904777527,80,normal,0.459519,0.005073,0.211157,0.446519,0.296093,1.018732,0.453965,0.790029,0.003696,0.624146,0.421380,0.056570,1.742224,0.787686,9.745309,0.002243,94.971046,0.313640,0.530306,1.153645,9.745194,9.983704,0.381481,99.674339,4.244275,-1.353203,3.629758,-9.964581,1.176386,0.899718,1.383884,7.038168,0.594079,2.655174,-0.695821,5.123587,0.344407,26.251146,5.129771,0.334605,5.200108,5.089866,0.787475,-0.153324,-0.039343,-0.649148,-0.574761,0.687354,62365.484375,40223.785156,3889453824.000000,930.000000,0.138344,-0.516988,62365.164062,0.169761,0.324920,0.515271,0.059822,0.755459,0.490077,0.502688,1
S02,SES03,2025-11-12,16:13:44,1762989224.5013046,424.5813584327698,81,normal,0.499952,0.002122,0.249952,0.231040,0.140416,-0.208256,0.497825,0.692609,0.002858,0.479708,0.262165,0.376399,-0.337837,0.690543,9.770506,0.001562,95.462784,0.213084,0.194373,0.409398,9.770426,9.955380,0.601325,99.109604,3.557252,-0.500620,-0.014486,-9.925134,1.221370,0.824718,1.491745,4.580153,0.037786,-0.248702,-0.816718,5.000979,0.385469,25.009790,3.251908,0.562713,0.345312,4.962290,0.658751,-0.322483,-0.368510,-0.539334,-0.710995,0.726806,62693.847656,106286.453125,3930518528.000000,1347.000000,0.169457,-1.186528,62693.000000,0.088203,0.177379,0.494797,0.098180,0.605279,0.630655,0.278050,1
S02,SES03,2025-11-12,16:13:49,1762989229.6421874,429.7222409248352,82,normal,0.496477,0.002962,0.246490,0.320823,-0.473981,0.623077,0.493485,0.631129,0.002344,0.398324,0.266953,0.387619,0.101235,0.629270,9.785785,0.002292,95.761589,0.266953,-0.191633,0.288796,9.785668,9.831911,0.304526,96.666473,2.931297,-0.161921,-0.100635,-9.816412,1.138905,0.616699,1.297104,5.969466,0.975865,5.079328,-0.824866,5.125611,0.423008,26.271889,3.526718,0.564469,0.764474,5.084179,0.659128,-0.446689,-0.109154,-0.267944,-0.459300,0.574902,63044.886719,65929.953125,3974657536.000000,1484.000000,-1.739683,3.510344,63044.363281,0.374487,0.138906,0.295959,0.071890,0.692513,0.741950,0.214341,1
S02,SES03,2025-11-12,16:13:54,1762989234.7843978,434.86445140838623,83,normal,0.553305,0.006784,0.306147,0.559046,-0.177128,2.457176,0.547141,0.690643,0.013865,0.476987,0.642843,0.814653,1.093379,0.680531,9.769066,0.002634,95.434647,0.257377,-0.041995,-0.305186,9.768930,9.763790,2.592856,95.331596,7.618320,0.164055,0.035998,-9.630095,2.618502,6.120033,6.856551,12.106871,-0.523549,0.667434,-0.858206,5.000593,2.191453,25.005932,7.099236,-0.396877,0.268518,4.776451,0.713011,-0.410578,-0.164667,-0.814533,-0.636405,0.816942,63279.339844,26434.533203,4004274688.000000,765.000000,-0.129865,-0.708195,63279.128906,0.225831,0.139394,0.357258,0.178763,0.661572,0.856746,0.131290,1
S02,SES03,2025-11-12,16:13:59,1762989239.9267197,440.0067732334137,84,normal,0.254571,0.062020,0.064807,1.957260,-1.270114,5.507315,-0.052785,1.623489,0.089258,2.635715,2.060210,-1.747375,5.500345,1.595762,9.469096,0.043813,89.663788,1.772906,0.339099,5.601090,9.466783,10.127488,23.591934,102.566025,27.587786,0.779203,1.874761,-8.886737,9.309709,86.453918,86.670677,67.022903,0.350419,3.792386,-0.465573,5.932974,14.968720,35.200176,27.267176,-0.587360,4.207366,4.497939,0.385266,-0.371510,-0.033689,-0.635828,-0.649484,0.815478,63483.285156,55754.730469,4030127616.000000,1149.000000,0.139203,-0.436665,63482.847656,0.197760,0.124899,0.403414,0.176180,0.683052,0.514021,0.415575,1
S02,SES03,2025-11-12,16:14:05,1762989245.0663443,445.1463978290558,85,normal,2.137094,0.884650,4.567173,3.837905,0.393759,-0.655473,-1.918990,0.981924,0.938475,0.964175,3.809175,0.319666,-1.078977,0.160313,9.210178,0.109179,84.827393,1.891419,-0.961992,1.546284,9.204249,17.645292,68.468857,311.356323,41.083969,0.599408,0.251358,-15.584847,12.625609,135.203934,159.406021,70.671753,0.668573,1.917143,4.919561,6.500043,28.032049,42.250561,30.503817,0.045110,1.162706,3.770744,0.876502,0.151505,0.411534,-0.315034,-0.368125,0.349219,63583.078125,84603.039063,4042807808.000000,1272.000000,-0.568680,-0.620680,63582.414062,0.524335,0.180447,0.180275,0.373346,0.533019,0.762555,0.255042,1
S02,SES03,2025-11-12,16:14:10,1762989250.2072432,450.2872967720032,86,normal,2.165336,0.005165,4.688680,0.429759,0.549661,1.185546,-2.164143,0.135853,0.008721,0.018456,0.525527,-0.525451,0.499093,-0.098668,9.220243,0.007399,85.012878,0.594959,-0.701835,4.309656,9.219842,10.318270,2.411902,106.466698,7.038168,0.619554,-0.223382,-10.200726,1.791492,2.672273,3.209444,12.030535,-0.288087,2.961159,-0.732920,5.091439,0.806202,25.922750,4.580153,-0.482912,-0.347244,5.011641,-0.048835,0.079977,-0.145221,0.272447,-0.478826,0.200679,63512.039062,90498.171875,4033779200.000000,1247.000000,-0.071038,-0.916501,63511.328125,0.301743,0.546401,0.094143,0.215398,0.639037,0.735193,0.257589,1
S02,SES03,2025-11-12,16:14:15,1762989255.3500695,455.4301233291626,87,normal,1.965904,0.001076,3.864779,0.161609,-0.011639,-0.363082,-1.965631,0.249349,0.003283,0.062175,0.269348,0.179935,-0.485117,-0.242676,9.306816,0.002119,86.616821,0.319626,0.352592,1.076077,9.306702,9.932799,0.791021,98.660507,4.030534,-0.153681,-0.509340,-9.892900,0.957034,0.264197,0.915914,2.885496,-0.128515,0.339204,-0.807290,5.053783,0.347795,25.540722,2.931298,0.126651,-0.336614,5.019256,0.334069,-0.456176,-0.367656,-0.193929,-0.762846,0.326563,63605.468750,78967.515625,4045655808.000000,1247.000000,-0.582988,-0.539815,63604.851562,0.598909,0.212496,0.108483,0.162638,0.632122,0.823714,0.153621,1
S02,SES03,2025-11-12,16:14:20,1762989260.4916883,460.5717420578003,88,normal,2.023136,0.075281,4.093081,2.078167,-0.729806,4.005242,-2.004445,0.417952,0.111231,0.174684,1.696292,1.025946,1.113650,-0.251898,9.282113,0.045259,86.157616,2.458846,-2.587322,20.015978,9.279675,12.443362,33.996754,154.837265,29.603054,-0.267817,0.575797,-10.992748,7.066029,47.571194,49.928764,54.106869,-0.368507,5.275114,-1.535439,6.366682,20.636225,40.534634,30.015268,-0.686907,1.456630,4.460763,0.294996,-0.598389,-0.298996,-0.612194,-0.388330,0.493135,63849.410156,31635.355469,4076747264.000000,878.000000,0.526238,0.243984,63849.164062,0.072646,0.164044,0.454440,0.229203,0.732957,0.871369,0.137996,1
S02,SES03,2025-11-12,16:14:25,1762989265.63457,465.7146234512329,89,normal,2.655581,0.760895,7.052113,5.868188,1.084852,4.932130,-2.508230,1.386603,0.533545,1.922667,4.179079,0.874546,2.053383,-1.178610,9.060373,0.225042,82.090363,2.735375,0.375646,1.275237,9.047946,18.086542,167.601730,327.122986,65.664124,-0.329023,-0.074958,-12.630172,17.328442,293.145935,300.274902,97.603050,-1.275110,3.167874,-2.670019,12.725264,146.973312,161.932343,73.007637,0.465914,3.618930,3.867691,0.431661,-0.166233,-0.178713,-0.536171,0.169432,-0.166317,63830.347656,54785.769531,4074313216.000000,1220.000000,-0.329420,0.059333,63829.917969,0.397186,0.341758,0.111258,0.268091,0.719319,0.705159,0.267653,1
S02,SES03,2025-11-12,16:14:30,1762989270.8158078,470.8958616256714,90,normal,2.588720,0.156588,6.701473,1.692701,0.579924,-0.222301,-2.558297,0.536151,0.216714,0.287458,2.151190,0.394060,0.056157,-0.265978,9.050528,0.051220,81.912048,1.177947,0.518097,0.507901,9.047697,12.674971,41.503498,160.654892,33.282444,0.826822,1.232116,-10.915648,7.650211,57.158524,58.525726,40.412216,0.123706,1.000569,1.169275,6.179642,22.413744,38.187981,22.946564,-0.701431,0.688944,3.971679,0.365334,0.018415,-0.447754,-0.359989,-0.265706,0.685923,62772.289062,422761.781250,3940360192.000000,2061.000000,-0.425123,-1.189683,62768.921875,0.612383,0.325380,0.034879,0.048594,0.755983,0.360730,0.535865,1
S02,SES03,2025-11-12,16:14:35,1762989275.9262335,476.0062873363495,91,normal,2.602920,0.131870,6.775192,2.983175,-0.481775,4.334081,-2.577464,1.184505,0.137840,1.403053,2.256535,0.350792,1.342642,-1.124817,9.082458,0.163559,82.491051,5.343858,2.987414,27.142441,9.073450,11.151951,41.234413,124.366005,54.259541,0.272670,5.746809,-9.117653,7.788533,59.846664,60.661240,49.083969,-0.784058,2.385416,-0.902538,6.990865,28.519009,48.872192,39.053436,-0.624145,3.052118,4.511450,0.790103,-0.641720,-0.487166,-0.718087,-0.627000,0.521173,61181.812500,105057.679688,3743214080.000000,1406.000000,-0.286877,-0.864542,61180.953125,0.650773,0.236619,0.076761,0.035813,0.823732,0.546473,0.402442,1
S02,SES03,2025-11-12,16:14:41,1762989281.0678663,481.14792037010193,92,normal,2.469592,0.396452,6.098886,5.269638,-1.250945,9.106812,-2.387977,1.204585,0.160419,1.451025,3.360262,-1.717859,10.738343,-1.136049,9.212212,1.281414,84.864838,11.287464,2.252074,13.928822,9.142397,16.106857,140.766434,259.430878,116.702286,-4.870658,34.774628,-10.893320,11.274018,125.772942,127.103485,78.320618,-0.044016,4.586452,-1.153492,6.807004,26.413742,46.335312,42.213741,-0.884420,5.855068,4.463359,0.907629,-0.514197,-0.300883,0.039073,-0.342016,0.816054,59878.074219,370335.968750,3585383936.000000,2931.000000,-0.853814,0.799914,59874.984375,0.521100,0.291038,0.081504,0.045752,0.663721,0.589632,0.334980,1
S02,SES03,2025-11-12,16:14:46,1762989286.2080774,486.28813123703003,93,normal,2.639038,0.006906,6.964523,0.372298,0.052514,-0.622078,-2.637729,0.788213,0.036645,0.621280,0.960075,-0.651692,0.788473,-0.764614,9.062609,0.008188,82.130875,0.496797,0.058627,0.464044,9.062157,10.886613,20.147522,118.518333,18.702290,0.452675,-0.550269,-9.918206,2.702518,7.138026,7.303601,15.145039,0.774254,2.269997,-0.406908,5.531368,7.055016,30.596031,13.083969,-0.229189,0.481561,4.851908,0.537360,-0.093744,-0.351360,-0.558324,-0.133603,0.268520,58426.367187,371864.375000,3413640448.000000,2483.000000,0.258589,-0.898704,58423.183594,0.108284,0.709537,0.132279,0.029630,0.726843,0.707728,0.268876,1
S02,SES03,2025-11-12,16:14:51,1762989291.3509953,491.4310495853424,94,normal,2.775095,0.093720,7.701154,1.559823,-0.139610,-0.281828,-2.758158,1.230933,0.650809,1.515195,3.289633,-0.079756,-0.868163,-0.929724,9.012447,0.051813,81.224213,0.999579,-0.381756,-0.513053,9.009573,14.080918,105.443810,198.272263,45.694656,0.136442,-0.737288,-9.634752,14.071465,197.463257,198.006104,55.725189,0.099010,-1.023837,-0.736775,7.045159,22.899643,49.634266,20.320610,0.551261,-0.100248,5.170553,0.931369,-0.824718,-0.838333,-0.957170,-0.638570,0.754747,58966.007812,110583.273438,3476989952.000000,1446.000000,-0.118710,-0.516997,58965.070312,0.293147,0.283645,0.335254,0.025636,0.854385,0.399856,0.540213,1
S02,SES03,2025-11-12,16:14:56,1762989296.4928055,496.5728590488434,95,normal,2.850148,0.140593,8.123345,1.726219,-0.260066,-0.084687,-2.825377,1.077506,0.642967,1.161019,3.415329,0.024047,-0.594317,-0.719758,8.953217,0.089638,80.160088,1.338359,-0.374794,-0.220920,8.948209,14.860672,137.796707,220.839569,52.839695,-0.227668,-0.322409,-9.112786,14.404319,207.480042,207.484406,62.244274,-0.033994,-0.426032,-0.066069,5.991795,12.796152,35.901604,20.473282,-0.331563,0.668099,4.806813,0.800439,-0.719294,-0.784565,-0.937316,-0.228877,0.357508,58235.812500,1097541.125000,3391409920.000000,3913.000000,0.160252,-1.155138,58226.390625,0.688675,0.250372,0.030518,0.013044,0.823250,0.182686,0.690870,1
S02,SES03,2025-11-12,16:15:01,1762989301.5922163,501.67227005958557,96,normal,2.784507,0.123371,7.753480,1.540669,0.704922,-0.305819,-2.762265,0.672716,0.180399,0.452547,1.856703,-0.197498,-0.660760,-0.521679,8.992276,0.067594,80.861031,1.444901,0.502567,0.583471,8.988517,13.511920,66.359863,182.571976,40.992367,-0.208225,0.030773,-10.780171,8.271583,64.686371,68.419083,39.404579,-0.771389,0.575358,-1.932023,9.403747,50.068974,88.430450,38.351143,0.961372,2.422320,6.193664,0.183529,0.374289,-0.513310,-0.706412,-0.628153,0.525800,59050.554687,2633259.250000,3486968064.000000,7467.000000,1.222790,1.425866,59028.253906,0.681433,0.245879,0.039938,0.112981,0.824887,0.741740,0.314485,1
S02,SES03,2025-11-12,16:15:06,1762989306.7331731,506.8132269382477,97,normal,2.957649,0.008212,8.747685,0.544681,0.261225,0.252246,-2.956260,0.481797,0.080475,0.232129,1.428141,0.113967,0.195945,-0.389427,8.880056,0.008843,78.855400,0.660799,0.835993,2.257689,8.879559,10.416403,19.655718,108.501450,28.488548,0.860197,2.377396,-9.425801,3.854404,14.479966,14.856433,16.717558,-0.132103,-0.382607,-0.613569,5.079079,3.245241,25.797045,11.297709,-1.001629,2.831821,4.748874,0.695774,-0.286114,-0.433046,-0.701880,-0.446814,0.693106,60790.636719,2419600.250000,3695501568.000000,5643.000000,-0.220336,-1.273103,60770.734375,0.605158,0.369420,0.023785,0.028406,0.829688,0.229563,0.675262,1
S02,SES03,2025-11-12,16:15:11,1762989311.8751545,511.9552080631256,98,normal,3.005789,0.006404,9.034765,0.543484,0.735728,1.789881,-3.004723,0.510218,0.039996,0.260322,1.297657,1.554437,4.100445,-0.469389,8.869596,0.012653,78.669746,0.942119,-0.218327,7.135762,8.868883,10.781214,10.208635,116.234566,17.938932,-0.706269,1.252097,-10.296889,2.861587,7.508937,8.188681,21.419847,-0.882053,4.198912,-0.824466,5.021623,4.285371,25.216696,11.129771,-0.490908,0.823503,4.575077,0.437216,0.070168,-0.212173,-0.724057,-0.289367,0.490259,61508.230469,144103.156250,3783262208.000000,2082.000000,1.392842,2.446884,61507.058594,0.551379,0.082135,0.240970,0.070983,0.744533,0.867707,0.095609,1
S02,SES03,2025-11-12,16:15:17,1762989317.016268,517.0963215827942,99,normal,2.996537,0.331357,8.979236,3.980360,-2.373630,10.257040,-2.940728,0.784821,0.212564,0.615944,2.986767,-1.817116,4.893673,-0.635122,8.863096,0.267958,78.554474,4.307169,-1.694061,8.689608,8.847967,16.348419,109.413147,267.270782,75.129776,-1.799654,5.450816,-12.564141,8.452140,63.442188,71.438667,70.045799,1.936265,12.891087,-2.827805,6.180476,15.573197,38.198288,25.618320,0.480064,1.677105,4.756584,0.441009,0.092933,-0.030731,0.197395,-0.173027,0.738535,61288.277344,202864.781250,3756252928.000000,2270.000000,2.019675,4.271720,61286.621094,0.331575,0.220671,0.271662,0.169628,0.679622,0.416560,0.573385,1
S02,SES03,2025-11-12,16:15:22,1762989322.158385,522.2384388446808,100,normal,1.698170,0.013155,2.883783,0.532710,-0.202117,-0.265675,-1.694293,1.954582,0.020834,3.820391,0.521936,0.517347,-0.850970,-1.949245,9.400637,0.004796,88.371964,0.350751,0.306268,-0.367782,9.400381,10.747295,6.624282,115.504349,14.137403,-0.950974,2.572306,-10.434561,2.608931,5.142666,6.806520,11.053435,-0.274001,0.133292,-1.289905,4.686179,1.794687,21.960272,5.297710,-0.517226,-0.800670,4.490611,-0.535649,-0.108748,-0.102450,-0.465564,-0.007991,0.426503,62120.746094,1287353.875000,3858987264.000000,3575.000000,0.478970,-1.198882,62110.386719,0.581152,0.401421,0.010017,0.159179,0.683655,0.462066,0.489641,1
S02,SES03,2025-11-12,16:15:27,1762989327.2987723,527.3788259029388,101,normal,1.952639,0.342415,3.812800,4.390966,-1.282061,6.093736,-1.862897,1.826640,0.162716,3.336613,2.347515,-1.212019,2.765145,-1.781543,9.367023,0.773365,87.741127,6.339846,1.496342,5.609930,9.325650,13.806663,71.477959,190.623932,60.305344,-1.495257,6.814941,-10.915401,10.262747,104.509178,105.323967,67.480919,0.333981,2.497461,-0.902653,7.772523,28.673302,60.412117,28.931297,-0.468619,0.599669,5.633721,0.663651,-0.292719,-0.202020,0.178774,-0.033904,0.690158,63088.253906,451484.843750,3980128000.000000,2649.000000,-0.653024,-0.173963,63084.675781,0.599149,0.391636,0.007688,0.319019,0.627554,0.500311,0.430864,1
S02,SES03,2025-11-12,16:15:32,1762989332.4417267,532.5217802524567,102,normal,2.856926,0.037063,8.162024,1.066617,-0.880647,2.337700,-2.850432,1.616823,0.034740,2.614118,1.777695,2.889067,18.560766,-1.606044,8.924067,0.016583,79.638962,0.802057,-1.929422,6.584996,8.923138,10.276277,14.934032,105.601860,22.000000,-1.055863,2.408670,-9.521966,2.882044,8.305922,8.306175,15.190840,0.002926,0.425269,-0.015916,6.192529,11.525093,38.347412,25.801527,-0.862000,6.636303,5.179027,-0.405373,0.594155,-0.543489,-0.023323,-0.299286,0.058304,61210.156250,14979161.000000,3746683136.000000,13695.000000,-1.560934,0.940125,61087.675781,0.538230,0.386574,0.049286,0.641495,0.281416,0.267827,0.595424,1
